,word,pos_tag,tag_type,sentence
946,responsible,JJ,ADJ,cjsienna lynnbrittney trusttruth lindsaypuppyd covid single vaccine dose lead greater risk new coronavirus variant south african expert warn variant thought responsible infection south africa already found uk co ccuwejvgjs
947,infection,NN,NOUN,cjsienna lynnbrittney trusttruth lindsaypuppyd covid single vaccine dose lead greater risk new coronavirus variant south african expert warn variant thought responsible infection south africa already found uk co ccuwejvgjs
948,south,NNP,PROPN,cjsienna lynnbrittney trusttruth lindsaypuppyd covid single vaccine dose lead greater risk new coronavirus variant south african expert warn variant thought responsible infection south africa already found uk co ccuwejvgjs
949,africa,NNP,PROPN,cjsienna lynnbrittney trusttruth lindsaypuppyd covid single vaccine dose lead greater risk new coronavirus variant south african expert warn variant thought responsible infection south africa already found uk co ccuwejvgjs
950,already,RB,ADV,cjsienna lynnbrittney trusttruth lindsaypuppyd covid single vaccine dose lead greater risk new coronavirus variant south african expert warn variant thought responsible infection south africa already found uk co ccuwejvgjs
951,found,VBD,VERB,cjsienna lynnbrittney trusttruth lindsaypuppyd covid single vaccine dose lead greater risk new coronavirus variant south african expert warn variant thought responsible infection south africa already found uk co ccuwejvgjs
952,uk,NNP,PROPN,cjsienna lynnbrittney trusttruth lindsaypuppyd covid single vaccine dose lead greater risk new coronavirus variant south african expert warn variant thought responsible infection south africa already found uk co ccuwejvgjs
953,co,NNP,PROPN,cjsienna lynnbrittney trusttruth lindsaypuppyd covid single vaccine dose lead greater risk new coronavirus variant south african expert warn variant thought responsible infection south africa already found uk co ccuwejvgjs
954,ccuwejvgjs,NNP,PROPN,cjsienna lynnbrittney trusttruth lindsaypuppyd covid single vaccine dose lead greater risk new coronavirus variant south african expert warn variant thought responsible infection south africa already found uk co ccuwejvgjs
955,death,NN,NOUN,death associated new covid vaccine misinformation time honesty pharmaceutical medical establishment co bj yveha
956,associated,VBD,VERB,death associated new covid vaccine misinformation time honesty pharmaceutical medical establishment co bj yveha
957,new,JJ,ADJ,death associated new covid vaccine misinformation time honesty pharmaceutical medical establishment co bj yveha
958,covid,NNP,PROPN,death associated new covid vaccine misinformation time honesty pharmaceutical medical establishment co bj yveha
959,vaccine,NN,NOUN,death associated new covid vaccine misinformation time honesty pharmaceutical medical establishment co bj yveha
960,misinformation,NN,NOUN,death associated new covid vaccine misinformation time honesty pharmaceutical medical establishment co bj yveha
961,time,NN,NOUN,death associated new covid vaccine misinformation time honesty pharmaceutical medical establishment co bj yveha
962,honesty,NNP,PROPN,death associated new covid vaccine misinformation time honesty pharmaceutical medical establishment co bj yveha
963,pharmaceutical,JJ,ADJ,death associated new covid vaccine misinformation time honesty pharmaceutical medical establishment co bj yveha
964,medical,JJ,ADJ,death associated new covid vaccine misinformation time honesty pharmaceutical medical establishment co bj yveha
965,establishment,NN,NOUN,death associated new covid vaccine misinformation time honesty pharmaceutical medical establishment co bj yveha
966,co,NNP,PROPN,death associated new covid vaccine misinformation time honesty pharmaceutical medical establishment co bj yveha
967,bj,VBP,VERB,death associated new covid vaccine misinformation time honesty pharmaceutical medical establishment co bj yveha
968,yveha,RB,ADV,death associated new covid vaccine misinformation time honesty pharmaceutical medical establishment co bj yveha
969,davekeating,NN,NOUN,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
970,mentioned,VBN,VERB,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
971,earlier,JJR,ADJ,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
972,tweet,NN,NOUN,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
973,learn,VBP,VERB,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
974,covid,JJ,ADJ,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
975,vaccination,NN,NOUN,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
976,adapt,JJ,ADJ,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
977,evolve,NNP,PROPN,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
978,france,NNP,PROPN,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
979,st,NNP,PROPN,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
980,country,NNP,PROPN,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
981,give,VB,VERB,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
982,dos,NNS,NOUN,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
983,vaccine,NN,NOUN,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
984,person,NN,NOUN,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
985,already,RB,ADV,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
986,covid,VB,VERB,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
987,one,CD,NUM,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
988,injection,NN,NOUN,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
989,booster,NNP,PROPN,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
990,co,NNP,PROPN,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
991,cifopkjzsu,NNP,PROPN,davekeating mentioned earlier tweet learn covid vaccination adapt evolve france st country give dos vaccine person already covid one injection booster co cifopkjzsu
992,az,NNP,PROPN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
993,scheint,VBP,VERB,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
994,gut,NNP,PROPN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
995,zu,NNP,PROPN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
996,wirken,VBN,VERB,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
997,afirst,NN,NOUN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
998,dose,NNP,PROPN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
999,bnt,NNP,PROPN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
1000,b,NNP,PROPN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
1001,vaccine,NNP,PROPN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
1002,associated,NNP,PROPN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
1003,vaccine,NNP,PROPN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
1004,effect,NN,NOUN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
1005,covid,JJ,ADJ,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
1006,related,VBN,VERB,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
1007,hospitalisation,NN,NOUN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
1008,day,NN,NOUN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
1009,post,NN,NOUN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
1010,vaccination,NN,NOUN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
1011,vaccine,NN,NOUN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
1012,effect,NN,NOUN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
1013,time,NN,NOUN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
1014,interval,NN,NOUN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
1015,chadox,NNP,PROPN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
1016,vaccine,NNP,PROPN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
1017,co,NNP,PROPN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
1018,q,NNP,PROPN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
1019,vpjkjld,NN,NOUN,az scheint gut zu wirken afirst dose bnt b vaccine associated vaccine effect covid related hospitalisation day post vaccination vaccine effect time interval chadox vaccine co q vpjkjld
1020,y,NNP,PROPN,y pollys amarach research q concern getting covid vaccine yes female male th january th november
1021,pollys,NNS,NOUN,y pollys amarach research q concern getting covid vaccine yes female male th january th november
1022,amarach,NNP,PROPN,y pollys amarach research q concern getting covid vaccine yes female male th january th november
1023,research,NNP,PROPN,y pollys amarach research q concern getting covid vaccine yes female male th january th november
1024,q,NN,NOUN,y pollys amarach research q concern getting covid vaccine yes female male th january th november
1025,concern,NN,NOUN,y pollys amarach research q concern getting covid vaccine yes female male th january th november
1026,getting,VBG,VERB,y pollys amarach research q concern getting covid vaccine yes female male th january th november
1027,covid,JJ,ADJ,y pollys amarach research q concern getting covid vaccine yes female male th january th november
1028,vaccine,NN,NOUN,y pollys amarach research q concern getting covid vaccine yes female male th january th november
1029,yes,UH,INTJ,y pollys amarach research q concern getting covid vaccine yes female male th january th november
1030,female,JJ,ADJ,y pollys amarach research q concern getting covid vaccine yes female male th january th november
1031,male,NN,NOUN,y pollys amarach research q concern getting covid vaccine yes female male th january th november
1032,th,FW,X,y pollys amarach research q concern getting covid vaccine yes female male th january th november
1033,january,NNP,PROPN,y pollys amarach research q concern getting covid vaccine yes female male th january th november
1034,th,FW,X,y pollys amarach research q concern getting covid vaccine yes female male th january th november
1035,november,NNP,PROPN,y pollys amarach research q concern getting covid vaccine yes female male th january th november
1036,get,VB,VERB,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1037,vaccine,NN,NOUN,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1038,dangerous,JJ,ADJ,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1039,unless,IN,SCONJ,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1040,severe,JJ,ADJ,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1041,allergy,NN,NOUN,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1042,dingus,NN,NOUN,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1043,wear,NN,NOUN,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1044,mask,NN,NOUN,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1045,get,VB,AUX,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1046,vaccinated,VBN,VERB,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1047,asap,NNP,PROPN,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1048,high,JJ,ADJ,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1049,percentage,NN,NOUN,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1050,frontline,NN,NOUN,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1051,worker,NN,NOUN,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1052,refusing,VBG,VERB,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1053,take,VB,VERB,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1054,covid,JJ,ADJ,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1055,vaccine,NN,NOUN,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1056,many,JJ,ADJ,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1057,citing,VBG,VERB,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1058,political,JJ,ADJ,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1059,reason,NN,NOUN,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1060,co,PRP,PRON,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1061,leeywf,VBN,VERB,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1062,via,IN,ADP,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1063,googlenews,NNS,NOUN,get vaccine dangerous unless severe allergy dingus wear mask get vaccinated asap high percentage frontline worker refusing take covid vaccine many citing political reason co leeywf via googlenews
1064,pfizer,NN,NOUN,pfizer test booster shot develop adapted vaccine address variant concern covid_ coronavirus
1065,test,NN,NOUN,pfizer test booster shot develop adapted vaccine address variant concern covid_ coronavirus
1066,booster,NN,NOUN,pfizer test booster shot develop adapted vaccine address variant concern covid_ coronavirus
1067,shot,VBD,VERB,pfizer test booster shot develop adapted vaccine address variant concern covid_ coronavirus
1068,develop,VB,VERB,pfizer test booster shot develop adapted vaccine address variant concern covid_ coronavirus
1069,adapted,VBN,VERB,pfizer test booster shot develop adapted vaccine address variant concern covid_ coronavirus
1070,vaccine,NN,NOUN,pfizer test booster shot develop adapted vaccine address variant concern covid_ coronavirus
1071,address,NN,NOUN,pfizer test booster shot develop adapted vaccine address variant concern covid_ coronavirus
1072,variant,JJ,ADJ,pfizer test booster shot develop adapted vaccine address variant concern covid_ coronavirus
1073,concern,NN,NOUN,pfizer test booster shot develop adapted vaccine address variant concern covid_ coronavirus
1074,covid,NNP,PROPN,pfizer test booster shot develop adapted vaccine address variant concern covid_ coronavirus
1075,_,NNP,PROPN,pfizer test booster shot develop adapted vaccine address variant concern covid_ coronavirus
1076,coronavirus,NNP,PROPN,pfizer test booster shot develop adapted vaccine address variant concern covid_ coronavirus
1077,join,VB,VERB,join u informative session dr kubi covid vaccine safe effective detail follow kubimedical kubiweightloss weightlossjourney co kizfgyccvw
1078,u,NNP,PROPN,join u informative session dr kubi covid vaccine safe effective detail follow kubimedical kubiweightloss weightlossjourney co kizfgyccvw
1079,informative,JJ,ADJ,join u informative session dr kubi covid vaccine safe effective detail follow kubimedical kubiweightloss weightlossjourney co kizfgyccvw
1080,session,NN,NOUN,join u informative session dr kubi covid vaccine safe effective detail follow kubimedical kubiweightloss weightlossjourney co kizfgyccvw
1081,dr,NNP,PROPN,join u informative session dr kubi covid vaccine safe effective detail follow kubimedical kubiweightloss weightlossjourney co kizfgyccvw
1082,kubi,RB,ADV,join u informative session dr kubi covid vaccine safe effective detail follow kubimedical kubiweightloss weightlossjourney co kizfgyccvw
1083,covid,NNP,PROPN,join u informative session dr kubi covid vaccine safe effective detail follow kubimedical kubiweightloss weightlossjourney co kizfgyccvw
1084,vaccine,NN,NOUN,join u informative session dr kubi covid vaccine safe effective detail follow kubimedical kubiweightloss weightlossjourney co kizfgyccvw
1085,safe,JJ,ADJ,join u informative session dr kubi covid vaccine safe effective detail follow kubimedical kubiweightloss weightlossjourney co kizfgyccvw
1086,effective,JJ,ADJ,join u informative session dr kubi covid vaccine safe effective detail follow kubimedical kubiweightloss weightlossjourney co kizfgyccvw
1087,detail,NN,NOUN,join u informative session dr kubi covid vaccine safe effective detail follow kubimedical kubiweightloss weightlossjourney co kizfgyccvw
1088,follow,NN,NOUN,join u informative session dr kubi covid vaccine safe effective detail follow kubimedical kubiweightloss weightlossjourney co kizfgyccvw
1089,kubimedical,NNP,PROPN,join u informative session dr kubi covid vaccine safe effective detail follow kubimedical kubiweightloss weightlossjourney co kizfgyccvw
1090,kubiweightloss,NNP,PROPN,join u informative session dr kubi covid vaccine safe effective detail follow kubimedical kubiweightloss weightlossjourney co kizfgyccvw
1091,weightlossjourney,NNP,PROPN,join u informative session dr kubi covid vaccine safe effective detail follow kubimedical kubiweightloss weightlossjourney co kizfgyccvw
1092,co,NNP,PROPN,join u informative session dr kubi covid vaccine safe effective detail follow kubimedical kubiweightloss weightlossjourney co kizfgyccvw
1093,kizfgyccvw,NNP,PROPN,join u informative session dr kubi covid vaccine safe effective detail follow kubimedical kubiweightloss weightlossjourney co kizfgyccvw
1094,johnwcurtis,NNP,PROPN,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1095,wonder,NNP,PROPN,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1096,mutation,NNP,PROPN,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1097,permitting,VBG,VERB,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1098,vaccine,NN,NOUN,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1099,facilitates,VBZ,VERB,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1100,herd,VBP,VERB,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1101,immunity,NN,NOUN,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1102,time,NN,NOUN,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1103,enough,JJ,ADJ,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1104,people,NNS,NOUN,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1105,immunised,VBD,VERB,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1106,caught,VBN,VERB,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1107,covid,JJ,ADJ,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1108,survived,VBN,VERB,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1109,herd,NN,NOUN,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1110,immunity,NN,NOUN,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1111,policy,NN,NOUN,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1112,posited,VBN,VERB,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1113,last,JJ,ADJ,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1114,year,NN,NOUN,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1115,without,IN,ADP,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1116,vaccine,NN,NOUN,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1117,extant,JJ,ADJ,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1118,societal,JJ,ADJ,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1119,immunity,NN,NOUN,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1120,dangerous,JJ,ADJ,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1121,nonsense,NN,NOUN,johnwcurtis wonder mutation permitting vaccine facilitates herd immunity time enough people immunised caught covid survived herd immunity policy posited last year without vaccine extant societal immunity dangerous nonsense
1122,novavax,NNP,PROPN,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
1123,covid,NNP,PROPN,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
1124,vaccine,NNP,PROPN,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
1125,demonstrates,VBZ,VERB,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
1126,efficacy,NNP,PROPN,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
1127,ina,NNP,PROPN,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
1128,uk,NNP,PROPN,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
1129,phase,NN,NOUN,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
1130,trial,NN,NOUN,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
1131,novavax,NNP,PROPN,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
1132,inc,NNP,PROPN,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
1133,ir,NNP,PROPN,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
1134,site,NN,NOUN,novavax covid vaccine demonstrates efficacy ina uk phase trial novavax inc ir site cityofresearcha led way absolutely delighted news docjohnwrighta co bszuveykre
